 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Machine-op-inspct,verified,0,0, Female, HS-grad,23, Wife,40, Married-civ-spouse,65481,9, >50K, Private, United-States, White
 Craft-repair,priority,0,0, Male, Bachelors,54, Husband,45, Married-civ-spouse,186117,13, >50K, Private, United-States, White
 Other-service,standard,0,0, Female, Bachelors,43, Not-in-family,35, Divorced,101950,13, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,28, Husband,40, Married-civ-spouse,175262,10, <=50K, Private, Mexico, Black
 Sales,verified,0,0, Male, Masters,51, Husband,40, Married-civ-spouse,124963,14, >50K, Self-emp-inc, United-States, White
 Other-service,standard,0,0, Female, Assoc-voc,29, Unmarried,45, Divorced,264166,11, <=50K, Private, Columbia, White
 Machine-op-inspct,verified,0,0, Male, Some-college,63, Husband,35, Married-civ-spouse,231105,10, >50K, Self-emp-not-inc, United-States, White
 Other-service,standard,0,0, Female, 9th,53, Not-in-family,36, Divorced,117496,5, <=50K, Private, Canada, White
 ?,standard,0,0, Female, HS-grad,41, Not-in-family,28, Divorced,152880,9, <=50K, ?, United-States, Black
 Adm-clerical,standard,0,0, Female, Assoc-acdm,38, Not-in-family,16, Divorced,343403,12, <=50K, Private, United-States, White
 Protective-serv,standard,0,0, Male, Assoc-voc,25, Own-child,30, Never-married,176162,11, <=50K, Local-gov, United-States, White
?,verified,0,0, Female, Some-college,58, Not-in-family,55, Divorced,201112,10, >50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Female, Assoc-voc,49, Unmarried,40, Never-married,176684,11, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, HS-grad,42, Husband,50, Married-civ-spouse,373403,9, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,46, Husband,60, Married-civ-spouse,149161,10, <=50K, Private, ?, Asian-Pac-Islander
 Craft-repair,verified,0,5178, Male, 11th,36, Husband,40, Married-civ-spouse,186035,7, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,31, Husband,40, Married-civ-spouse,126501,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, 5th-6th,55, Husband,40, Married-civ-spouse,208019,3, <=50K, Private, Mexico, White
 Other-service,standard,0,0, Female, 10th,49, Unmarried,-10, Never-married,200949,6, <=50K, Private, Peru, White
 ?,standard,0,0, Male, Assoc-voc,22, Own-child,40, Never-married,179973,11, <=50K, ?, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,42, Unmarried,40, Divorced,363591,9, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,51, Husband,35, Married-civ-spouse,172281,13, >50K, State-gov, United-States, White
 Other-service,standard,0,0, Female, HS-grad,36, Unmarried,30, Separated,127809,9, <=50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Female, Some-college,47, Not-in-family,40, Divorced,160045,10, <=50K, State-gov, United-States, White
 Exec-managerial,verified,1887,0, Male, Bachelors,55, Husband,40, Married-civ-spouse,359972,13, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,33, Own-child,65, Divorced,120201,9, <=50K, Private, United-States, Other
 Prof-specialty,standard,0,0, Male, Bachelors,51, Not-in-family,35, Never-married,182187,13, <=50K, Private, United-States, Black
 Machine-op-inspct,standard,0,0, Male, 7th-8th,48, Husband,40, Married-civ-spouse,278039,4, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, Bachelors,28, Other-relative,25, Never-married,214689,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Bachelors,27, Own-child,35, Never-married,198258,13, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, Bachelors,43, Wife,45, Married-civ-spouse,95634,13, <=50K, Private, ?, Asian-Pac-Islander
 Sales,verified,0,0, Female, HS-grad,44, Wife,40, Married-civ-spouse,234885,9, >50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,29, Not-in-family,40, Never-married,203833,13, <=50K, Private, United-States, Black
 Handlers-cleaners,standard,0,0, Male, Some-college,21, Own-child,40, Never-married,164922,10, <=50K, State-gov, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,47, Unmarried,40, Divorced,243904,9, <=50K, Private, Honduras, White
 Sales,standard,0,0, Male, Masters,45, Husband,40, Married-civ-spouse,201080,14, >50K, Self-emp-not-inc, United-States, White
 Sales,verified,0,0, Male, Bachelors,39, Husband,30, Married-civ-spouse,237943,13, >50K, Private, United-States, White
 Exec-managerial,priority,1672,0, Male, Some-college,61, Husband,40,?,213321,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,30, Not-in-family,45, Never-married,633742,10, <=50K, Private, United-States, Black
 Craft-repair,standard,1651,0, Male, HS-grad,35, Husband,40, Married-civ-spouse,193241,9, <=50K, State-gov, United-States, White
 Sales,verified,0,15024, Male, Bachelors,52, Husband,50,?,114758,13, >50K, Self-emp-inc, United-States, White
 Adm-clerical,standard,0,0, Female,?,42, Unmarried,40, Divorced,163069,10, <=50K, State-gov,?, Black
 Farming-fishing,standard,0,0, Female, Some-college,69, Not-in-family,14, Widowed,89477,10, <=50K, Self-emp-not-inc, United-States, White
?,standard,0,0, Male, HS-grad,26, Own-child,150, Never-married,167350,9, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, 7th-8th,60, Husband,40, Married-civ-spouse,236470,4, <=50K, Self-emp-not-inc, United-States, White
 Sales,standard,0,0, Female, HS-grad,40, Not-in-family,40, Widowed,291192,9, <=50K, Private, United-States, White
 Protective-serv,standard,0,0, Male, HS-grad,55, Not-in-family,81, Separated,199763,9, <=50K, Private, United-States,?
 Handlers-cleaners,standard,0,0, Male, 11th,17, Own-child,20, Never-married,342752,7, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, 11th,18, Own-child,40, Never-married,217743,7, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Female, Some-college,20, Own-child,6, Never-married,113200,10, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, Some-college,30, Not-in-family,40, Divorced,173647,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Bachelors,49, Not-in-family,45, Never-married,204241,13, <=50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Assoc-acdm,48, Husband,45, Married-civ-spouse,101299,12, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, HS-grad,26, Husband,65, Married-civ-spouse,197967,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, 11th,27, Husband,42, Married-civ-spouse,161683,7, <=50K, Private, United-States, White
 ?,standard,0,0, Male, Some-college,29, Not-in-family,36, Never-married,125159,10, <=50K, ?, ?, Black
 Adm-clerical,standard,0,0, Male, Assoc-acdm,22, Not-in-family,40, Never-married,477505,12, <=50K, State-gov, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,46, Husband,40, Married-civ-spouse,263568,9, <=50K, Private,?, White
 Exec-managerial,verified,0,0, Female, Masters,45, Not-in-family,40, Divorced,107682,14, >50K, Private, United-States, White
 Other-service,priority,0,0, Female, Some-college,65, Unmarried,24, Widowed,243569,10, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, Some-college,58, Not-in-family,20, Never-married,259014,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0,?, Some-college,31, Husband,45, Married-civ-spouse,246439,10, <=50K, Private, United-States, White
 Exec-managerial,verified,0,15024, Male, Masters,52, Husband,60, Married-civ-spouse,89041,14, >50K,?, United-States, White
 Craft-repair,verified,0,0, Male, HS-grad,39, Husband,40, Married-civ-spouse,99527,9, >50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Prof-school,50, Husband,40, Married-civ-spouse,146603,15, >50K, Self-emp-not-inc, United-States, White
 Exec-managerial,standard,0,2174, Male, Assoc-voc,45, Not-in-family,50, Divorced,138626,11, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,38, Husband,40, Married-civ-spouse,372559,10, <=50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Male, Assoc-voc,32, Husband,40,?,377836,11, <=50K, Self-emp-inc, United-States, White
 Handlers-cleaners,standard,0,0, Male,?,19, Own-child,30, Never-married,41400,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Female, Bachelors,29, Wife,25, Married-civ-spouse,219906,13, >50K, Local-gov, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,22, Not-in-family,40, Never-married,276494,9, <=50K, Private, United-States, Black
 Adm-clerical,verified,0,0, Male, Prof-school,69, Husband,34, Married-civ-spouse,50468,15, >50K, State-gov, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,23, Own-child,30, Never-married,216672,13, <=50K, Private, ?, White
 Farming-fishing,standard,0,0, Male, HS-grad,42, Not-in-family,44, Divorced,340885,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Masters,42, Not-in-family,40, Divorced,176716,14, <=50K, Local-gov, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,23, Wife,40, Married-civ-spouse,375871,9, <=50K, Private, Mexico, White
 Prof-specialty,verified,0,0, Male, Masters,39, Husband,40, Married-civ-spouse,99146,14, >50K, Private, ?, White
 Prof-specialty,priority,0,15024, Male, Some-college,42, Husband,32,?,227065,10, >50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, HS-grad,31, Husband,50, Married-civ-spouse,181091,9, >50K, Private, United-States, White
 Tech-support,priority,0,0, Female, Some-college,20, Not-in-family,10, Never-married,107658,10, <=50K, Private, United-States, White
 Craft-repair,standard,1876,0, Male, 11th,39, Not-in-family,46, Divorced,347491,7, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,49, Husband,60, Married-civ-spouse,263568,13, >50K, Self-emp-not-inc, United-States, White
 Prof-specialty,verified,0,0, Female, Bachelors,43, Not-in-family,40, Never-married,203642,13, >50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Prof-school,31, Husband,25, Married-civ-spouse,209101,15, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,32, Husband,40, Married-civ-spouse,218322,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,45, Other-relative,40, Divorced,130206,9, <=50K, State-gov, United-States, White
 Handlers-cleaners,standard,0,0, Male, 7th-8th,51, Own-child,19, Never-married,106819,4, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,21, Own-child,30, Never-married,231053,9, <=50K, Private, United-States, White
 Protective-serv,priority,0,0, Male, Assoc-acdm,35, Husband,40, Married-civ-spouse,182570,12, >50K, Local-gov, United-States, White
 Tech-support,standard,0,0, Female, Some-college,33, Not-in-family,40, Never-married,243678,10, <=50K, State-gov, United-States, White
 Sales,standard,0,0, Male, 11th,57, Husband,15, Married-civ-spouse,138892,7, <=50K, Self-emp-not-inc, United-States, White
 Craft-repair,standard,0,0,?, 9th,49, Husband,40, Married-civ-spouse,39986,5, <=50K,?, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,40, Not-in-family,40, Divorced,182302,9, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, Assoc-voc,43, Unmarried,45, Separated,171438,11, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,22, Own-child,40, Never-married,448626,10, <=50K, Private, United-States, White
 Prof-specialty,priority,1902,0, Male, Some-college,34, Husband,38, Married-civ-spouse,164190,10, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,30, Husband,42, Married-civ-spouse,226665,13, >50K, Private, United-States, Black
 Exec-managerial,verified,0,20051, Male, Bachelors,68, Husband,40, Married-civ-spouse,242095,13, >50K, Local-gov, United-States, White
 Other-service,standard,0,0, Male, HS-grad,37, Not-in-family,75, Never-married,123785,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, HS-grad,31, Not-in-family,40, Never-married,225779,9, <=50K, Private, United-States, White
 Prof-specialty,priority,0,0, Male, Assoc-voc,45, Husband,20, Married-civ-spouse,204405,11, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,standard,0,0, Female, Bachelors,31, Not-in-family,70, Separated,150309,13, <=50K,?, United-States, White
 Transport-moving,standard,0,0, Male,?,20, Own-child,60, Never-married,293091,7, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Male, HS-grad,36, Husband,50, Married-civ-spouse,107125,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Prof-school,41, Husband,50, Married-civ-spouse,150533,15, >50K, Self-emp-not-inc, United-States, White
 Adm-clerical,standard,0,3325, Female, Some-college,24, Own-child,52, Never-married,182812,10, <=50K, Private, Dominican-Republic, White
 Craft-repair,standard,0,0, Male, 9th,38, Not-in-family,40, Divorced,357962,5, <=50K, Self-emp-not-inc, United-States, White
 Craft-repair,verified,0,0, Male, Masters,59, Husband,40, Married-civ-spouse,132925,14, >50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Female, Masters,43, Unmarried,37, Widowed,198330,14, <=50K, Private, United-States, Black
 Exec-managerial,verified,0,0, Male, Bachelors,32, Husband,40, Married-civ-spouse,113504,13, >50K, Private, United-States, White
 Exec-managerial,verified,0,3103, Male, Some-college,52, Husband,55,?,210736,10, >50K, Private, United-States, White
 Other-service,standard,0,0, Female, 12th,35, Not-in-family,40, Never-married,216129,8, <=50K, Self-emp-not-inc, Trinadad&Tobago, Black
 Machine-op-inspct,verified,0,0, Male, 10th,47, Husband,46, Married-civ-spouse,178341,6, >50K, Private, United-States, White
?,standard,0,0, Female,?,32, Own-child,40, Never-married,63564,9, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, 7th-8th,51, Unmarried,40, Widowed,269080,4, <=50K, Private, United-States, Black
 Prof-specialty,verified,0,0, Female, Masters,25, Own-child,40, Never-married,185942,14, >50K, Private, United-States, White
?,standard,0,0, Male, Some-college,51, Husband,40, Married-civ-spouse,79324,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,18, Own-child,20, Never-married,301867,9, <=50K, Private, United-States, Amer-Indian-Eskimo
 Craft-repair,standard,0,0, Male, 5th-6th,36, Other-relative,40, Married-spouse-absent,252327,3, <=50K, Private, Mexico, White
 Craft-repair,standard,0,0, Male, 7th-8th,49, Husband,40, Married-civ-spouse,31267,4, <=50K, Private, United-States, White
 Prof-specialty,verified,0,27828, Male, Prof-school,47, Not-in-family,50, Divorced,79627,15, >50K, Self-emp-inc, United-States, White
 Farming-fishing,standard,0,0, Male, 1st-4th,52, Husband,40, Married-civ-spouse,183611,2, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, 12th,58, Husband,40, Married-civ-spouse,318537,8, <=50K, Local-gov, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,36, Not-in-family,40, Divorced,220696,9, <=50K, Private, United-States, White
 ?,standard,0,0, Male, 7th-8th,49, Husband,99, Married-civ-spouse,31478,4, <=50K, ?, United-States, White
 Exec-managerial,verified,0,2977, Female, HS-grad,34, Unmarried,50, Divorced,269723,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,22, Other-relative,40, Never-married,166371,9, <=50K, Private, ?, White
 Craft-repair,standard,0,0, Male, Some-college,43, Unmarried,42, Divorced,282069,10, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Some-college,68, Husband,15,?,107627,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, HS-grad,36, Husband,60, Married-civ-spouse,185360,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, HS-grad,28, Not-in-family,40, Never-married,196690,9, <=50K, Private, United-States, White
 ?,standard,0,0, Male, 7th-8th,52, Husband,40, Married-civ-spouse,108211,4, <=50K, ?, United-States, White
 Other-service,standard,1579,0, Female, HS-grad,26, Wife,20, Married-civ-spouse,221626,9, <=50K, Self-emp-not-inc, United-States, White
 Sales,standard,0,0, Female, Some-college,44, Other-relative,35, Separated,111891,10, <=50K, Private, United-States, Black
 Sales,verified,0,0, Female, Bachelors,43, Not-in-family,60, Never-married,170230,13, <=50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Female, Prof-school,27, Own-child,40, Never-married,194243,15, <=50K, Private, United-States,?
 Other-service,standard,0,0, Female, 11th,17, Own-child,25, Never-married,19752,7, <=50K, Private, United-States, Black
 Transport-moving,standard,0,0, Male, 7th-8th,59, Husband,40, Married-civ-spouse,170411,4, <=50K, Self-emp-not-inc, United-States, White
 Other-service,standard,0,0, Female, Some-college,33, Unmarried,40, Divorced,171876,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,32, Husband,48, Married-civ-spouse,152109,9, <=50K,?, United-States, White
 Prof-specialty,verified,1887,0, Male, Doctorate,52, Husband,70, Married-civ-spouse,254285,16, >50K, State-gov, Germany, White
 Sales,standard,0,0, Female, HS-grad,18, Own-child,22, Never-married,163332,9, <=50K, Private, United-States, White
 ?,standard,0,0, Male, Some-college,19, Own-child,40, Never-married,169758,10, <=50K, ?, United-States, White
 Craft-repair,standard,0,0, Female, HS-grad,51, Unmarried,45, Never-married,355551,9, <=50K, Private, Mexico, White
 Transport-moving,standard,0,0, Male, HS-grad,28, Unmarried,50, Never-married,269786,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, Some-college,27, Own-child,30,?,295289,10, <=50K, Private, United-States, Black
 ?,standard,0,0, Female, Some-college,28, Other-relative,40, Never-married,194087,10, <=50K, ?, United-States, White
 ?,priority,0,0, Male, HS-grad,36, Husband,40, Married-civ-spouse,504871,9, >50K, ?, United-States, White
 Prof-specialty,standard,0,0, Female, Some-college,21, Not-in-family,25, Never-married,145389,10, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Male, 11th,44, Husband,40, Married-civ-spouse,300528,7, >50K, Private, United-States, White
 Prof-specialty,priority,0,0, Male, Masters,40, Not-in-family,35, Never-married,192259,14, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, HS-grad,35, Husband,50, Married-civ-spouse,99146,9, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,56, Not-in-family,40, Divorced,174040,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, Some-college,28, Husband,40, Married-civ-spouse,207473,10, <=50K, Private, El-Salvador,?
 Machine-op-inspct,verified,0,0, Male, HS-grad,30, Husband,44, Married-civ-spouse,348592,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, HS-grad,39, Not-in-family,40, Divorced,112731,9, <=50K, Private, Dominican-Republic, Other
?,standard,0,0, Male, HS-grad,25, Husband,30, Married-civ-spouse,315643,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,45, Husband,40,?,264052,9, <=50K, State-gov, United-States, White
 Adm-clerical,standard,0,0, Female, Bachelors,22, Own-child,25, Never-married,117606,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,45, Not-in-family,20, Never-married,178922,9, <=50K, Private, United-States, White
 Prof-specialty,standard,2206,0, Female, Bachelors,66, Not-in-family,25, Widowed,362165,13, <=50K, Local-gov, United-States, Black
 Sales,standard,0,0, Female, HS-grad,40, Wife,30, Married-civ-spouse,103474,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,18, Own-child,30, Never-married,165316,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 7th-8th,31, Unmarried,40, Never-married,169269,4, <=50K, Private, United-States, White
 Prof-specialty,verified,0,3103, Male, Bachelors,62, Husband,40, Married-civ-spouse,121319,13, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, 10th,30, Not-in-family,40, Divorced,323054,6, <=50K, Private, United-States, Amer-Indian-Eskimo
 Other-service,standard,0,0, Female, HS-grad,33, Unmarried,48, Separated,143582,9, <=50K, Private, China, Asian-Pac-Islander
 Other-service,standard,0,0, Female, Some-college,19, Own-child,35, Never-married,148955,10, <=50K, Self-emp-inc, South, Asian-Pac-Islander
 Handlers-cleaners,priority,0,0, Female, 7th-8th,74, Not-in-family,20, Widowed,236012,4, <=50K, State-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,63, Husband,48, Married-civ-spouse,161563,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, Some-college,42, Not-in-family,40, Never-married,341757,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 10th,32, Other-relative,45, Never-married,250354,6, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,0, Male, HS-grad,52, Husband,40, Married-civ-spouse,168539,9, >50K, Federal-gov, United-States, White
 Other-service,standard,0,0, Female, Some-college,44, Unmarried,40, Divorced,197919,10, <=50K, Local-gov, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,33, Not-in-family,40, Never-married,312055,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,22, Unmarried,40, Never-married,167615,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,18, Own-child,10, Never-married,30687,10, <=50K, State-gov, United-States, White
 Craft-repair,verified,0,0, Male, Assoc-voc,44, Husband,40, Married-civ-spouse,188808,11, >50K, Local-gov, United-States, White
 Other-service,standard,0,0, Male, Some-college,24, Not-in-family,45, Never-married,228686,10, <=50K, Private, United-States, White
 Exec-managerial,verified,0,15024, Male, Bachelors,39, Husband,60, Married-civ-spouse,174242,13, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,24, Wife,40, Married-civ-spouse,303296,10, <=50K, Private, Laos, Asian-Pac-Islander
 Adm-clerical,standard,0,0, Male, HS-grad,69, Husband,36, Married-civ-spouse,209236,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, Some-college,36, Husband,65, Married-civ-spouse,177907,10, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Some-college,56, Husband,50, Married-civ-spouse,92444,10, >50K, Private, United-States, Black
 Sales,verified,1848,0, Male, Some-college,30, Husband,40, Married-civ-spouse,129707,10, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Some-college,39, Unmarried,30, Separated,189385,10, <=50K, State-gov, United-States, Black
 Sales,verified,0,0, Male, 12th,31, Own-child,32, Never-married,204752,8, <=50K, Private, United-States, White
?,standard,0,0, Male, Bachelors,0, Not-in-family,40, Never-married,230824,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Bachelors,30, Not-in-family,35, Never-married,127610,13, <=50K, Federal-gov, United-States, White
 Protective-serv,standard,0,0, Male, Some-college,72, Husband,40, Married-civ-spouse,53684,10, <=50K, Private, United-States, Black
 Prof-specialty,verified,0,0, Male, Doctorate,33, Husband,60, Married-civ-spouse,115496,16, >50K, Private, United-States, White
 Other-service,standard,0,0, Female, Some-college,22, Own-child,38, Never-married,195075,10, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Bachelors,53, Unmarried,40, Never-married,198824,13, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, HS-grad,28, Not-in-family,48, Never-married,37933,9, <=50K, Private, United-States, Black
 Machine-op-inspct,standard,0,0, Male, HS-grad,24, Own-child,40, Never-married,222993,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,27,?,45, Never-married,192236,13, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Bachelors,22, Unmarried,30, Never-married,203182,13, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, 9th,30,?,40, Married-civ-spouse,61272,5, <=50K, Private, Portugal, White
 Craft-repair,standard,0,0, Male, Some-college,52, Husband,55, Married-civ-spouse,133403,10, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,22, Not-in-family,40, Never-married,228752,9, <=50K, Private, United-States, White
 Sales,verified,0,4386, Male, Assoc-acdm,44, Husband,40, Married-civ-spouse,184105,12, >50K, Private, United-States, White
 Sales,verified,0,99999, Male, Bachelors,37, Husband,60, Married-civ-spouse,171150,13, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Some-college,29, Own-child,40, Married-civ-spouse,144808,10, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, HS-grad,56, Unmarried,40, Widowed,235205,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,41,?,40, Married-civ-spouse,115849,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,37, Husband,45, Married-civ-spouse,50837,14, >50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, 1st-4th,41, Husband,35, Married-civ-spouse,328447,2, <=50K,?, Mexico, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,56, Own-child,28, Never-married,197114,9, <=50K, Private, United-States, White
 Sales,verified,0,7688, Male, Bachelors,39, Husband,40, Married-civ-spouse,116358,13, >50K,?, ?, Asian-Pac-Islander
 Protective-serv,priority,0,0, Male, Bachelors,30, Husband,40, Married-civ-spouse,235271,13, >50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,27, Husband,40, Married-civ-spouse,132326,10, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Female, HS-grad,26, Own-child,40, Divorced,175789,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,2174, Male, HS-grad,31, Not-in-family,40, Never-married,187560,9, <=50K, Private, United-States, White
 Exec-managerial,verified,1977,0, Male, Masters,49, Husband,45, Married-civ-spouse,192776,14, >50K, Private, United-States, White
 ?,verified,0,15024,?, Bachelors,49, Husband,60, Married-civ-spouse,271346,13, >50K, ?, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,32, Not-in-family,40, Divorced,204374,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,36, Own-child,40, Never-married,212433,9, <=50K, Private, United-States, Black
 Exec-managerial,verified,0,0, Male, Some-college,51, Husband,50, Married-civ-spouse,260938,10, >50K,?, United-States, White
 ?,verified,0,0, Male, 7th-8th,66, Not-in-family,40, Divorced,270460,4, <=50K, ?,?, White
 Craft-repair,verified,0,0, Male, HS-grad,46, Husband,75, Married-civ-spouse,185041,9, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,28, Husband,50, Married-civ-spouse,183151,9, <=50K, Private, United-States, White
 Priv-house-serv,standard,0,0, Female, Some-college,25, Other-relative,30, Separated,184303,10, <=50K, Private, El-Salvador, White
 Protective-serv,standard,0,0, Male, HS-grad,27, Own-child,40, Divorced,298510,9, <=50K, Local-gov, United-States, White
 Exec-managerial,standard,0,0, Male, HS-grad,50, Husband,32, Married-civ-spouse,114117,9, <=50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Assoc-voc,23, Own-child,40, Never-married,123983,11, <=50K, Private, United-States, Asian-Pac-Islander
 Exec-managerial,priority,0,0, Male, Bachelors,45, Husband,40, Married-civ-spouse,283037,13, <=50K, Federal-gov, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,47, Husband,40, Married-civ-spouse,202812,14, >50K, Private,?, White
 Other-service,standard,0,0, Female, Some-college,47,?,45, Divorced,213745,10, <=50K, Self-emp-not-inc, United-States, White
 Adm-clerical,standard,0,2354, Male, HS-grad,41, Not-in-family,40, Separated,322980,9, <=50K, Private, United-States, Black
 Sales,standard,0,0, Male, Some-college,18, Own-child,25, Never-married,205894,10, <=50K, Private, ?, White
 Handlers-cleaners,priority,0,0, Male, HS-grad,41, Unmarried,55, Divorced,323790,9, <=50K, Private, United-States, White
